,Query,Database,Length,Evalue
660693,phi1873.fa,16288_4_74,15272,0.0
660697,phi1873.fa,14723_2_57,15273,0.0
660754,phi1873.fa,17150_6_83,15298,0.0
660763,phi1873.fa,14412_1_52,15282,0.0
660769,phi1873.fa,13415_5_92,15282,0.0
660775,phi1873.fa,11658_2_5,15282,0.0
660780,phi1873.fa,10208_2_10,14996,0.0
660782,phi1873.fa,21903_8_159,15298,0.0
660797,phi1873.fa,17138_3_57,15298,0.0
660803,phi1873.fa,17059_7_68,15298,0.0
660811,phi1873.fa,17059_7_51,15298,0.0
660817,phi1873.fa,17059_6_6,15298,0.0
660825,phi1873.fa,15995_1_110,15298,0.0
660829,phi1873.fa,14257_1_47,15298,0.0
660833,phi1873.fa,11861_5_67,15282,0.0
660838,phi1873.fa,15995_1_121,15298,0.0
660842,phi1873.fa,15841_5_81,15298,0.0
660846,phi1873.fa,13470_1_64,15298,0.0
660858,phi1873.fa,15874_1_88,15298,0.0
660862,phi1873.fa,21946_6_202,15770,0.0
660869,phi1873.fa,11861_1_24,14996,0.0
660871,phi1873.fa,6731_3_23,15282,0.0
660882,phi1873.fa,14520_6_29,15265,0.0
660892,phi1873.fa,10050_2_59,15005,0.0
660895,phi1873.fa,17794_8_26,15265,0.0
660903,phi1873.fa,17794_7_126,15265,0.0
660911,phi1873.fa,17428_8_184,15265,0.0
660919,phi1873.fa,16399_7_39,15265,0.0
660927,phi1873.fa,16399_6_43,15265,0.0
660935,phi1873.fa,15873_3_14,15265,0.0
660944,phi1873.fa,15531_4_76,15265,0.0
660950,phi1873.fa,14520_7_33,15265,0.0
660957,phi1873.fa,14520_7_13,15265,0.0
660963,phi1873.fa,14520_7_11,15265,0.0
660969,phi1873.fa,14520_5_46,15265,0.0
660975,phi1873.fa,14520_5_32,15265,0.0
660981,phi1873.fa,14520_5_10,15265,0.0
660987,phi1873.fa,17794_8_14,15265,0.0
660995,phi1873.fa,15531_6_5,15265,0.0
660999,phi1873.fa,15531_5_85,15265,0.0
661007,phi1873.fa,6470_5_3,14886,0.0
661034,phi1873.fa,17870_7_90,15268,0.0
661040,phi1873.fa,14936_6_49,15268,0.0
661229,phi1873.fa,6823_6_3,15273,0.0
661235,phi1873.fa,15608_3_40,15273,0.0
661261,phi1873.fa,11860_4_64,14739,0.0
661276,phi1873.fa,15995_2_67,15282,0.0
662221,phi1873.fa,6512_4_18,15222,0.0
662243,phi1873.fa,17175_6_29,15222,0.0
662249,phi1873.fa,17175_5_6,15228,0.0
662254,phi1873.fa,17175_4_44,15222,0.0
662260,phi1873.fa,17059_7_44,15228,0.0
662264,phi1873.fa,17059_7_17,15228,0.0
662270,phi1873.fa,17059_6_72,15222,0.0
662276,phi1873.fa,15841_5_88,15222,0.0
662282,phi1873.fa,15841_1_92,15228,0.0
662288,phi1873.fa,14913_5_21,15228,0.0
662294,phi1873.fa,13415_4_62,15222,0.0
662300,phi1873.fa,12837_2_73,15228,0.0
662316,phi1873.fa,17175_6_79,15222,0.0
662322,phi1873.fa,17175_5_89,15222,0.0
662328,phi1873.fa,17138_4_42,15222,0.0
662333,phi1873.fa,15873_1_68,15222,0.0
662339,phi1873.fa,14723_6_18,15228,0.0
662345,phi1873.fa,14257_1_68,15222,0.0
662350,phi1873.fa,13415_8_67,15228,0.0
662356,phi1873.fa,13415_6_59,15222,0.0
662362,phi1873.fa,17794_7_12,15222,0.0
662368,phi1873.fa,17175_8_58,15222,0.0
662379,phi1873.fa,17175_6_70,15222,0.0
662390,phi1873.fa,17175_4_50,15222,0.0
662396,phi1873.fa,17150_6_88,15222,0.0
662402,phi1873.fa,17138_3_87,15222,0.0
662408,phi1873.fa,17138_3_6,15222,0.0
662414,phi1873.fa,17138_3_20,15222,0.0
662420,phi1873.fa,17059_8_62,15228,0.0
662426,phi1873.fa,17059_8_61,15222,0.0
662432,phi1873.fa,17059_6_7,15222,0.0
662438,phi1873.fa,17059_6_55,15222,0.0
662444,phi1873.fa,17059_6_47,15222,0.0
662450,phi1873.fa,15873_3_56,15228,0.0
662456,phi1873.fa,15873_2_13,15222,0.0
662462,phi1873.fa,15873_1_59,15222,0.0
662468,phi1873.fa,15841_4_50,15222,0.0
662487,phi1873.fa,14913_7_5,15222,0.0
662493,phi1873.fa,14913_5_76,15222,0.0
662498,phi1873.fa,14913_5_3,15228,0.0
662504,phi1873.fa,14913_4_11,15222,0.0
662510,phi1873.fa,14566_6_40,15222,0.0
662516,phi1873.fa,12837_5_2,15228,0.0
662522,phi1873.fa,12837_3_81,15228,0.0
662534,phi1873.fa,22695_3_244,15222,0.0
662540,phi1873.fa,12837_3_36,15222,0.0
662546,phi1873.fa,11861_1_38,15222,0.0
662552,phi1873.fa,17138_3_91,15222,0.0
662558,phi1873.fa,17138_3_19,15222,0.0
662566,phi1873.fa,22695_3_197,15228,0.0
662572,phi1873.fa,14913_5_87,15228,0.0
662620,phi1873.fa,13710_2_20,15222,0.0
662626,phi1873.fa,11860_5_87,15222,0.0
662632,phi1873.fa,11860_5_40,15222,0.0
662638,phi1873.fa,11657_2_73,15222,0.0
662705,phi1873.fa,13710_1_22,15222,0.0
662711,phi1873.fa,12838_1_69,15222,0.0
662729,phi1873.fa,9789_5_76,15279,0.0
662736,phi1873.fa,9789_4_72,15279,0.0
662743,phi1873.fa,18456_1_118,15279,0.0
662751,phi1873.fa,17870_7_132,15279,0.0
662758,phi1873.fa,15531_2_65,15279,0.0
662765,phi1873.fa,15531_2_52,15279,0.0
662772,phi1873.fa,15378_3_46,15279,0.0
662779,phi1873.fa,15378_3_26,15279,0.0
662786,phi1873.fa,15378_3_25,15279,0.0
662793,phi1873.fa,14936_5_62,15279,0.0
662800,phi1873.fa,14936_5_51,15279,0.0
662807,phi1873.fa,12290_3_63,15279,0.0
662814,phi1873.fa,15682_1_85,15228,0.0
662836,phi1873.fa,15841_2_39,15222,0.0
662841,phi1873.fa,18090_1_108,14853,0.0
662852,phi1873.fa,21946_6_279,15097,0.0
662861,phi1873.fa,22841_3_6,15020,0.0
662867,phi1873.fa,15873_1_43,15007,0.0
662871,phi1873.fa,14913_4_36,15007,0.0
662879,phi1873.fa,15841_3_64,15000,0.0
662883,phi1873.fa,9789_2_57,14989,0.0
662890,phi1873.fa,12162_1_60,14989,0.0
662894,phi1873.fa,17966_5_27,15279,0.0
662902,phi1873.fa,17870_8_25,15279,0.0
662910,phi1873.fa,7553_4_28,14893,0.0
662913,phi1873.fa,21903_8_122,14920,0.0
662941,phi1873.fa,14555_4_87,15081,0.0
663016,phi1873.fa,19084_8_64,15274,0.0
663033,phi1873.fa,15874_1_40,15009,0.0
663040,phi1873.fa,18456_1_25,15275,0.0
663049,phi1873.fa,17870_8_171,15275,0.0
663068,phi1873.fa,14936_6_46,14837,0.0
663110,phi1873.fa,17794_8_57,15279,0.0
663118,phi1873.fa,17794_8_54,15279,0.0
663146,phi1873.fa,17428_8_143,15279,0.0
663188,phi1873.fa,16399_5_7,15279,0.0
663230,phi1873.fa,15873_5_35,15279,0.0
663234,phi1873.fa,15873_3_65,15279,0.0
663238,phi1873.fa,15873_2_42,15279,0.0
663274,phi1873.fa,14520_5_70,15279,0.0
663282,phi1873.fa,14520_5_29,15279,0.0
663290,phi1873.fa,14520_4_5,15279,0.0
663350,phi1873.fa,15995_1_116,14979,0.0
663365,phi1873.fa,14520_6_71,15275,0.0
663369,phi1873.fa,9789_2_88,15275,0.0
663450,phi1873.fa,17175_6_28,15275,0.0
663458,phi1873.fa,17175_5_59,15275,0.0
663500,phi1873.fa,17138_3_26,15275,0.0
663516,phi1873.fa,17059_7_75,15275,0.0
663524,phi1873.fa,15995_2_2,15275,0.0
663542,phi1873.fa,15995_1_42,15275,0.0
663545,phi1873.fa,15995_1_32,15275,0.0
663680,phi1873.fa,14936_4_61,15275,0.0
663711,phi1873.fa,14723_6_50,15275,0.0
663753,phi1873.fa,14566_5_73,15275,0.0
663777,phi1873.fa,14555_4_25,15275,0.0
663854,phi1873.fa,14257_1_39,15275,0.0
663861,phi1873.fa,13470_1_44,15275,0.0
663869,phi1873.fa,13415_8_94,15275,0.0
663892,phi1873.fa,13415_5_6,15275,0.0
664006,phi1873.fa,9789_5_89,15275,0.0
664041,phi1873.fa,17966_5_62,15275,0.0
664048,phi1873.fa,17966_5_61,15275,0.0
664053,phi1873.fa,17966_5_105,15275,0.0
664061,phi1873.fa,17870_8_166,15275,0.0
664069,phi1873.fa,17870_8_131,15275,0.0
664105,phi1873.fa,15995_2_25,15275,0.0
664122,phi1873.fa,15995_1_49,15275,0.0
664175,phi1873.fa,15731_8_2,15275,0.0
664184,phi1873.fa,15378_2_8,15275,0.0
664220,phi1873.fa,14555_3_52,15275,0.0
664258,phi1873.fa,13470_1_61,15275,0.0
664310,phi1873.fa,12837_2_9,15275,0.0
664339,phi1873.fa,18456_1_40,15275,0.0
664346,phi1873.fa,17794_8_170,15275,0.0
664366,phi1873.fa,17175_5_77,15275,0.0
664439,phi1873.fa,14723_6_23,15275,0.0
664453,phi1873.fa,14555_3_75,15275,0.0
664532,phi1873.fa,12837_5_63,15275,0.0
664583,phi1873.fa,15731_8_71,15275,0.0
664587,phi1873.fa,17870_8_109,15275,0.0
664726,phi1873.fa,13415_5_47,15274,0.0
664794,phi1873.fa,12291_6_37,15274,0.0
664822,phi1873.fa,15731_8_60,15275,0.0
664874,phi1873.fa,17175_7_72,15275,0.0
665193,phi1873.fa,18456_1_48,15275,0.0
665201,phi1873.fa,15531_4_34,15275,0.0
665220,phi1873.fa,19084_8_55,15274,0.0
665271,phi1873.fa,15873_1_37,15278,0.0
665278,phi1873.fa,14566_5_28,15278,0.0
665466,phi1873.fa,14936_4_71,15275,0.0
666336,phi1873.fa,15995_2_58,14796,0.0
666344,phi1873.fa,12291_4_59,14338,0.0
666380,phi1873.fa,15841_4_7,14702,0.0
666385,phi1873.fa,15841_4_86,14693,0.0
666395,phi1873.fa,15995_1_124,14672,0.0
666483,phi1873.fa,15841_5_16,14650,0.0
666491,phi1873.fa,15873_1_73,14589,0.0
666495,phi1873.fa,15841_3_24,14583,0.0
666499,phi1873.fa,14913_3_73,14565,0.0
666503,phi1873.fa,15873_1_80,14565,0.0
666515,phi1873.fa,15995_2_82,14522,0.0
666524,phi1873.fa,15995_1_81,14480,0.0
666528,phi1873.fa,17794_8_132,14478,0.0
666538,phi1873.fa,15841_2_33,14447,0.0
666545,phi1873.fa,15995_2_129,14428,0.0
666561,phi1873.fa,15995_2_163,14406,0.0
666587,phi1873.fa,15841_2_24,14385,0.0
666593,phi1873.fa,15995_1_112,14593,0.0
666595,phi1873.fa,15995_2_23,14366,0.0
666599,phi1873.fa,15731_8_89,14316,0.0
666605,phi1873.fa,14410_8_87,14314,0.0
666611,phi1873.fa,15873_1_10,14314,0.0
666617,phi1873.fa,14913_2_12,14314,0.0
666623,phi1873.fa,15841_6_46,14249,0.0
666654,phi1873.fa,14520_6_39,14382,0.0
666660,phi1873.fa,15841_1_4,14155,0.0
666667,phi1873.fa,15841_5_5,14155,0.0
666674,phi1873.fa,15841_5_27,14155,0.0
666679,phi1873.fa,14555_4_12,14067,0.0
666680,phi1873.fa,6949_2_17,14228,0.0
666686,phi1873.fa,9789_4_86,13674,0.0
666694,phi1873.fa,23164_8_134,13674,0.0
666698,phi1873.fa,19084_7_15,13680,0.0
666707,phi1873.fa,7038_6_13,13680,0.0
666712,phi1873.fa,6983_8_90,13674,0.0
666717,phi1873.fa,6983_4_81,13674,0.0
666722,phi1873.fa,6972_2_11,13680,0.0
666727,phi1873.fa,6938_6_1,13680,0.0
666732,phi1873.fa,6938_3_33,13680,0.0
666737,phi1873.fa,6938_3_30,13674,0.0
666742,phi1873.fa,6938_3_27,13680,0.0
666747,phi1873.fa,6938_3_25,13680,0.0
666757,phi1873.fa,7092_6_21,13680,0.0
666764,phi1873.fa,7068_4_1,13680,0.0
666771,phi1873.fa,7054_6_6,13674,0.0
666778,phi1873.fa,7054_4_7,13680,0.0
666785,phi1873.fa,7054_4_4,13680,0.0
666792,phi1873.fa,7038_7_23,13674,0.0
666799,phi1873.fa,7038_6_18,13680,0.0
666806,phi1873.fa,6938_3_35,13680,0.0
666813,phi1873.fa,6710_7_18,13674,0.0
666820,phi1873.fa,18090_2_77,13681,0.0
666830,phi1873.fa,18090_2_79,13681,0.0
666840,phi1873.fa,6259_5_19,13685,0.0
666850,phi1873.fa,17175_8_80,13680,0.0
666859,phi1873.fa,17150_4_87,13680,0.0
666868,phi1873.fa,15873_1_50,13680,0.0
666896,phi1873.fa,19084_8_75,13688,0.0
666941,phi1873.fa,19084_8_93,13688,0.0
666970,phi1873.fa,19084_7_136,13682,0.0
666980,phi1873.fa,13091_6_1,13682,0.0
666984,phi1873.fa,12291_3_86,13688,0.0
666988,phi1873.fa,12291_3_67,13682,0.0
666994,phi1873.fa,12291_3_63,13688,0.0
667037,phi1873.fa,17794_8_134,13674,0.0
667053,phi1873.fa,13154_3_20,13682,0.0
667070,phi1873.fa,12291_3_87,13682,0.0
667110,phi1873.fa,12291_3_1,13568,0.0
667114,phi1873.fa,15995_1_185,13681,0.0
667145,phi1873.fa,18456_1_30,13681,0.0
667153,phi1873.fa,18456_1_29,13687,0.0
667163,phi1873.fa,16399_7_4,13685,0.0
667168,phi1873.fa,14566_4_41,13682,0.0
667181,phi1873.fa,14555_4_22,13682,0.0
667192,phi1873.fa,22841_2_20,13674,0.0
667216,phi1873.fa,17175_4_51,13391,0.0
667406,phi1873.fa,15841_5_2,13391,0.0
667498,phi1873.fa,14913_4_82,13391,0.0
668236,phi1873.fa,15841_4_53,13682,0.0
668250,phi1873.fa,14723_6_42,13685,0.0
668270,phi1873.fa,15995_2_37,13682,0.0
668288,phi1873.fa,14723_4_91,13682,0.0
668408,phi1873.fa,17794_7_6,13316,0.0
668417,phi1873.fa,17794_7_22,13320,0.0
668426,phi1873.fa,17794_7_179,13320,0.0
668435,phi1873.fa,16453_2_31,13320,0.0
668444,phi1873.fa,16399_7_36,13320,0.0
668452,phi1873.fa,16399_6_60,13320,0.0
668461,phi1873.fa,15873_5_82,13316,0.0
668470,phi1873.fa,15873_3_48,13320,0.0
668479,phi1873.fa,15873_2_37,13316,0.0
668488,phi1873.fa,15531_5_91,13320,0.0
668490,phi1873.fa,15531_5_76,13320,0.0
668498,phi1873.fa,14520_5_83,13320,0.0
668507,phi1873.fa,14520_5_25,13316,0.0
668516,phi1873.fa,14520_4_65,13316,0.0
668525,phi1873.fa,14520_4_10,13316,0.0
668534,phi1873.fa,14520_4_10,13316,0.0
668549,phi1873.fa,11791_1_61,13320,0.0
668558,phi1873.fa,10395_5_64,13316,0.0
668575,phi1873.fa,16399_7_25,13320,0.0
668584,phi1873.fa,16399_6_7,13320,0.0
668593,phi1873.fa,16399_6_37,13320,0.0
668602,phi1873.fa,16399_5_71,13320,0.0
668611,phi1873.fa,16399_5_58,13320,0.0
668620,phi1873.fa,16399_5_53,13316,0.0
668629,phi1873.fa,16399_5_50,13320,0.0
668638,phi1873.fa,15873_5_84,13320,0.0
668647,phi1873.fa,15873_4_66,13320,0.0
668656,phi1873.fa,15531_6_92,13320,0.0
668665,phi1873.fa,15531_5_79,13320,0.0
668674,phi1873.fa,14520_6_64,13320,0.0
668683,phi1873.fa,14410_6_79,13317,0.0
668693,phi1873.fa,7553_4_40,13398,0.0
668695,phi1873.fa,14936_4_87,13683,0.0
668701,phi1873.fa,15841_3_21,13315,0.0
668794,phi1873.fa,17870_7_50,13685,0.0
668802,phi1873.fa,17870_7_109,13682,0.0
668808,phi1873.fa,17870_7_55,13682,0.0
668823,phi1873.fa,17150_6_84,13689,0.0
668834,phi1873.fa,7004_8_73,13321,0.0
668841,phi1873.fa,6938_8_15,13321,0.0
668848,phi1873.fa,6925_3_15,13317,0.0
668856,phi1873.fa,14566_6_81,13683,0.0
668870,phi1873.fa,12837_1_22,13689,0.0
668895,phi1873.fa,17175_5_40,13683,0.0
668907,phi1873.fa,17150_5_82,13683,0.0
668921,phi1873.fa,17150_5_47,13689,0.0
668933,phi1873.fa,17150_4_65,13683,0.0
668955,phi1873.fa,17138_4_19,13683,0.0
668988,phi1873.fa,15995_2_179,13689,0.0
668998,phi1873.fa,15841_2_8,13683,0.0
669010,phi1873.fa,15841_2_22,13689,0.0
669020,phi1873.fa,15731_8_50,13683,0.0
669042,phi1873.fa,14913_2_73,13683,0.0
669063,phi1873.fa,14566_6_66,13689,0.0
669069,phi1873.fa,14566_6_58,13689,0.0
669075,phi1873.fa,14566_5_30,13689,0.0
669103,phi1873.fa,14555_4_95,13683,0.0
669113,phi1873.fa,14555_3_71,13689,0.0
669125,phi1873.fa,14555_3_12,13683,0.0
669133,phi1873.fa,14412_2_72,13683,0.0
669145,phi1873.fa,14412_2_70,13683,0.0
669154,phi1873.fa,14412_2_68,13683,0.0
669162,phi1873.fa,14412_1_89,13689,0.0
669175,phi1873.fa,14410_8_6,13689,0.0
669190,phi1873.fa,13470_1_89,13689,0.0
669196,phi1873.fa,13470_1_85,13689,0.0
669214,phi1873.fa,13415_8_55,13689,0.0
669226,phi1873.fa,13415_7_85,13689,0.0
669243,phi1873.fa,13415_5_84,13689,0.0
669255,phi1873.fa,13415_5_56,13689,0.0
669267,phi1873.fa,13415_5_48,13683,0.0
669279,phi1873.fa,13415_5_15,13689,0.0
669293,phi1873.fa,13415_4_65,13683,0.0
669303,phi1873.fa,13415_4_3,13689,0.0
669315,phi1873.fa,13415_4_2,13689,0.0
669328,phi1873.fa,13414_8_75,13689,0.0
669340,phi1873.fa,13414_8_67,13683,0.0
669352,phi1873.fa,13414_8_31,13683,0.0
669364,phi1873.fa,13414_8_2,13689,0.0
669377,phi1873.fa,12837_5_61,13689,0.0
669389,phi1873.fa,12837_5_14,13689,0.0
669399,phi1873.fa,12837_4_72,13689,0.0
669411,phi1873.fa,12837_4_59,13683,0.0
669423,phi1873.fa,12837_3_17,13683,0.0
669443,phi1873.fa,12837_1_38,13689,0.0
669453,phi1873.fa,12837_1_33,13689,0.0
669459,phi1873.fa,12291_6_77,13683,0.0
669471,phi1873.fa,12291_6_46,13689,0.0
669481,phi1873.fa,12162_1_62,13683,0.0
669491,phi1873.fa,12162_1_2,13689,0.0
669509,phi1873.fa,12837_4_1,13689,0.0
669526,phi1873.fa,15531_7_27,13085,0.0
669559,phi1873.fa,14555_4_28,13416,0.0
669560,phi1873.fa,14555_4_3,13401,0.0
669566,phi1873.fa,6972_5_22,13118,0.0
669572,phi1873.fa,17175_4_79,13087,0.0
669574,phi1873.fa,14555_4_64,13408,0.0
669592,phi1873.fa,11861_4_72,12800,0.0
669599,phi1873.fa,14555_4_18,12984,0.0
669606,phi1873.fa,14913_3_55,12668,0.0
669621,phi1873.fa,15531_6_50,13218,0.0
669625,phi1873.fa,15531_6_39,13218,0.0
669685,phi1873.fa,17150_5_87,10788,0.0
669691,phi1873.fa,17150_5_62,10789,0.0
669698,phi1873.fa,17138_3_48,10788,0.0
669703,phi1873.fa,17150_5_2,10792,0.0
669868,phi1873.fa,14555_3_58,8375,0.0
669876,phi1873.fa,15531_4_33,8338,0.0
669879,phi1873.fa,15531_3_84,8338,0.0
775888,phi18BS74.fa,7622_5_52,37293,0.0
775889,phi18BS74.fa,6999_6_16,31670,0.0
775891,phi18BS74.fa,15608_3_21,31670,0.0
775893,phi18BS74.fa,14673_3_64,31670,0.0
775895,phi18BS74.fa,12291_6_31,31670,0.0
775897,phi18BS74.fa,12291_5_17,31670,0.0
775899,phi18BS74.fa,11657_8_20,31670,0.0
775901,phi18BS74.fa,13414_2_58,31671,0.0
775903,phi18BS74.fa,11511_7_46,31670,0.0
775906,phi18BS74.fa,13353_7_21,31672,0.0
775908,phi18BS74.fa,6925_1_57,31670,0.0
775912,phi18BS74.fa,11826_1_79,31681,0.0
775914,phi18BS74.fa,18090_2_164,31670,0.0
775917,phi18BS74.fa,14673_2_45,31611,0.0
775920,phi18BS74.fa,14723_6_81,31609,0.0
775922,phi18BS74.fa,6470_6_1,31523,0.0
775924,phi18BS74.fa,14673_2_23,31553,0.0
775927,phi18BS74.fa,12291_3_81,31554,0.0
775929,phi18BS74.fa,6999_1_18,31558,0.0
775932,phi18BS74.fa,19084_8_136,31297,0.0
775934,phi18BS74.fa,14673_4_47,31557,0.0
775937,phi18BS74.fa,15608_3_19,29716,0.0
775939,phi18BS74.fa,11657_4_87,30259,0.0
775943,phi18BS74.fa,12291_1_50,28621,0.0
775945,phi18BS74.fa,19084_7_142,28020,0.0
775948,phi18BS74.fa,9789_2_39,24694,0.0
775952,phi18BS74.fa,6753_2_13,24694,0.0
775954,phi18BS74.fa,6631_3_4,24694,0.0
775959,phi18BS74.fa,6630_2_4,24574,0.0
775964,phi18BS74.fa,21946_6_210,24714,0.0
775968,phi18BS74.fa,6949_1_5,24697,0.0
775974,phi18BS74.fa,6871_1_5,24697,0.0
775980,phi18BS74.fa,14723_4_63,24695,0.0
775983,phi18BS74.fa,14555_3_30,24695,0.0
775987,phi18BS74.fa,13415_6_92,24695,0.0
775990,phi18BS74.fa,9789_2_31,24774,0.0
775995,phi18BS74.fa,17175_5_56,24696,0.0
775999,phi18BS74.fa,6649_8_12,24312,0.0
776004,phi18BS74.fa,15608_2_47,24697,0.0
776009,phi18BS74.fa,6512_5_2,24431,0.0
776018,phi18BS74.fa,15608_3_82,24697,0.0
776022,phi18BS74.fa,6470_3_4,24698,0.0
776027,phi18BS74.fa,24775_1_79,24697,0.0
776031,phi18BS74.fa,18090_2_181,24697,0.0
776035,phi18BS74.fa,18090_2_122,24697,0.0
776039,phi18BS74.fa,15682_1_77,24697,0.0
776043,phi18BS74.fa,12291_6_30,24696,0.0
776048,phi18BS74.fa,14913_3_75,24695,0.0
776053,phi18BS74.fa,14412_2_64,24695,0.0
776058,phi18BS74.fa,17059_8_68,24695,0.0
776063,phi18BS74.fa,14566_6_50,24695,0.0
776068,phi18BS74.fa,15841_5_79,24695,0.0
776073,phi18BS74.fa,13091_6_41,24697,0.0
776078,phi18BS74.fa,14936_4_64,24718,0.0
776082,phi18BS74.fa,17794_7_98,24696,0.0
776086,phi18BS74.fa,7553_4_31,24722,0.0
776087,phi18BS74.fa,17175_8_68,24703,0.0
776092,phi18BS74.fa,14936_5_21,24699,0.0
776097,phi18BS74.fa,14673_1_32,23278,0.0
776100,phi18BS74.fa,15531_2_58,24756,0.0
776107,phi18BS74.fa,15841_3_39,24592,0.0
776112,phi18BS74.fa,9789_5_66,24702,0.0
776116,phi18BS74.fa,17870_7_166,24702,0.0
776120,phi18BS74.fa,6470_4_18,24251,0.0
776123,phi18BS74.fa,14555_4_49,24280,0.0
776128,phi18BS74.fa,6755_1_8,23636,0.0
776130,phi18BS74.fa,12290_3_67,24253,0.0
776138,phi18BS74.fa,6823_2_21,23810,0.0
776145,phi18BS74.fa,6805_6_24,23810,0.0
776147,phi18BS74.fa,12837_3_2,23955,0.0
776152,phi18BS74.fa,6999_6_22,23358,0.0
776156,phi18BS74.fa,12290_3_32,23671,0.0
776158,phi18BS74.fa,6470_3_17,23317,0.0
776162,phi18BS74.fa,6486_8_8,23407,0.0
776167,phi18BS74.fa,15378_3_50,23445,0.0
776169,phi18BS74.fa,11822_1_60,23343,0.0
776173,phi18BS74.fa,6512_1_4,23322,0.0
776180,phi18BS74.fa,6470_3_9,22133,0.0
776184,phi18BS74.fa,9789_3_1,20829,0.0
776189,phi18BS74.fa,14936_5_5,19662,0.0
776195,phi18BS74.fa,17150_6_5,19662,0.0
776234,phi18BS74.fa,19084_8_21,19670,0.0
776235,phi18BS74.fa,19084_8_21,19670,0.0
776244,phi18BS74.fa,15731_8_65,19666,0.0
776360,phi18BS74.fa,16288_5_5,19664,0.0
776365,phi18BS74.fa,16288_5_48,19664,0.0
776552,phi18BS74.fa,12837_5_51,19686,0.0
776656,phi18BS74.fa,13415_8_15,19683,0.0
776660,phi18BS74.fa,15873_2_23,19665,0.0
776667,phi18BS74.fa,15531_5_84,19665,0.0
776674,phi18BS74.fa,14410_6_83,19662,0.0
776681,phi18BS74.fa,14410_7_62,19660,0.0
776687,phi18BS74.fa,17870_7_168,19683,0.0
776691,phi18BS74.fa,15841_3_47,19683,0.0
776695,phi18BS74.fa,15378_2_21,19683,0.0
776703,phi18BS74.fa,17870_8_50,19683,0.0
776707,phi18BS74.fa,16288_5_30,19683,0.0
776738,phi18BS74.fa,17966_5_10,19683,0.0
776742,phi18BS74.fa,16288_4_80,19683,0.0
776743,phi18BS74.fa,15873_1_67,19683,0.0
776750,phi18BS74.fa,15995_2_187,19670,0.0
776758,phi18BS74.fa,15841_5_77,19670,0.0
776767,phi18BS74.fa,15841_2_95,19678,0.0
776775,phi18BS74.fa,15995_2_113,19673,0.0
776783,phi18BS74.fa,14723_6_44,19673,0.0
776786,phi18BS74.fa,12291_6_71,19670,0.0
776789,phi18BS74.fa,15995_1_98,19670,0.0
776796,phi18BS74.fa,15841_1_44,19673,0.0
776887,phi18BS74.fa,16288_8_10,19560,0.0
776909,phi18BS74.fa,9716_7_40,19673,0.0
776917,phi18BS74.fa,15378_3_6,19673,0.0
776925,phi18BS74.fa,14936_5_73,19673,0.0
776933,phi18BS74.fa,12290_3_52,19673,0.0
776941,phi18BS74.fa,14913_4_33,19667,0.0
776946,phi18BS74.fa,19084_7_126,19673,0.0
776954,phi18BS74.fa,15874_1_79,19628,0.0
776962,phi18BS74.fa,15841_1_43,19628,0.0
777049,phi18BS74.fa,14410_7_72,19667,0.0
777055,phi18BS74.fa,21053_8_159,19673,0.0
777061,phi18BS74.fa,12378_2_82,19664,0.0
777077,phi18BS74.fa,14913_5_54,19685,0.0
777082,phi18BS74.fa,13415_4_43,19664,0.0
777092,phi18BS74.fa,19084_7_25,19665,0.0
777096,phi18BS74.fa,9789_4_79,19626,0.0
777100,phi18BS74.fa,17870_7_124,19626,0.0
777107,phi18BS74.fa,15531_2_25,19626,0.0
777116,phi18BS74.fa,14673_4_53,19665,0.0
777157,phi18BS74.fa,14723_2_43,19664,0.0
777169,phi18BS74.fa,13415_4_5,19664,0.0
777232,phi18BS74.fa,17175_6_20,19667,0.0
777238,phi18BS74.fa,14936_4_76,19667,0.0
777241,phi18BS74.fa,14913_6_85,19667,0.0
777244,phi18BS74.fa,14566_4_26,19667,0.0
777382,phi18BS74.fa,12837_4_88,19667,0.0
777411,phi18BS74.fa,14673_3_1,19671,0.0
777417,phi18BS74.fa,14673_2_90,19668,0.0
777455,phi18BS74.fa,22841_1_108,19612,0.0
777479,phi18BS74.fa,23495_7_32,19669,0.0
777500,phi18BS74.fa,15531_5_82,19667,0.0
777505,phi18BS74.fa,14566_6_1,19666,0.0
777552,phi18BS74.fa,17175_5_31,19665,0.0
777575,phi18BS74.fa,22114_6_10,19668,0.0
777597,phi18BS74.fa,15608_3_28,19665,0.0
777602,phi18BS74.fa,13415_5_28,19668,0.0
777637,phi18BS74.fa,23164_8_112,19657,0.0
777647,phi18BS74.fa,22841_3_140,19657,0.0
777653,phi18BS74.fa,19341_2_40,19674,0.0
777660,phi18BS74.fa,15841_3_9,19669,0.0
777667,phi18BS74.fa,12837_2_63,19665,0.0
777680,phi18BS74.fa,21485_4_2,19613,0.0
777688,phi18BS74.fa,15841_1_14,19611,0.0
777775,phi18BS74.fa,19646_1_32,19681,0.0
777860,phi18BS74.fa,18090_2_166,19610,0.0
777926,phi18BS74.fa,14257_1_57,19668,0.0
777947,phi18BS74.fa,14555_3_31,19665,0.0
778041,phi18BS74.fa,12291_6_80,19665,0.0
778055,phi18BS74.fa,10395_5_40,19663,0.0
778784,phi18BS74.fa,15873_1_88,19664,0.0
778826,phi18BS74.fa,14723_6_49,19665,0.0
778926,phi18BS74.fa,14520_7_85,19610,0.0
